Zone Name,Date,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureLow,apparentTemperatureHigh,apparentTemperatureLow,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,temperatureMin,temperatureMax,apparentTemperatureMin,apparentTemperatureMax,Patients Admitted,quartile,class
DMC,8/27/2019,0.89,0.0001,0.0006,0.13,94.5,79.77,111.09,89.8,78.28,0.77,1002.5,9,19.15,152,0.41,10,10,270,77.93,94.5,81.85,111.09,196,4,2
DMC,8/28/2019,0.93,0.0098,0.0527,0.55,93.75,79.9,112.7,89.78,79.16,0.8,1003.6,8.34,17.39,141,0.7,8,10,270.6,79.77,93.75,89.8,112.7,163,4,2
DMC,8/29/2019,0.97,0.0011,0.0082,0.31,94.85,79.23,109.18,86.45,77.94,0.75,1003.9,7.57,13.88,147,0.67,9,10,272.3,79.9,94.85,89.78,109.18,163,4,2
DMC,8/30/2019,0.01,0.0002,0.0013,0.14,95.81,79.81,108.19,89.68,78.05,0.74,1001.8,4.12,10.82,177,0.81,6,10,270,79.23,95.81,86.45,108.19,109,4,2
DMC,8/31/2019,0.05,0.0039,0.0165,0.4,94.13,80.25,113.75,90.02,79.8,0.79,1000.7,4.04,8.65,122,0.96,6,10,266.9,79.71,94.13,89.27,113.75,113,4,2
DMC,09-01-19,0.09,0.0065,0.0363,0.57,93.04,79.8,110.19,89,78.75,0.77,1001.1,6.05,18.92,154,0.98,5,9.953,266.1,80.25,93.04,90.02,110.19,148,4,2
DMC,09-02-19,0.12,0.0107,0.0423,0.59,94.02,79.46,110.01,86.65,78.6,0.78,1001.3,6.58,19.54,144,0.91,7,10,267,79.8,94.02,89,110.01,140,4,2
DMC,09-03-19,0.16,0.0052,0.0414,0.51,93.54,79.41,109.17,86.25,78.66,0.8,1001,9.63,21.88,121,0.95,6,9.721,268.2,79.46,93.54,86.65,109.17,128,4,2
DMC,09-04-19,0.2,0.0002,0.0011,0.2,92.81,79.7,110.05,89.73,78.34,0.78,1001.3,10.22,17.85,123,0.99,5,10,265.5,79.41,92.81,86.25,110.05,96,4,2
DMC,09-05-19,0.23,0.003,0.0082,0.45,92.89,79.46,110.18,87.19,79.12,0.82,1001.3,9.98,22.13,131,0.78,6,9.931,263.2,79.7,92.89,89.73,110.18,96,4,2
DMC,09-06-19,0.27,0.0042,0.0168,0.47,93.07,78.37,109.04,83.32,78.59,0.8,1000.4,11.55,22.56,130,0.87,6,10,262.5,79.46,93.07,87.19,109.04,118,4,2
DMC,09-07-19,0.3,0.0175,0.0918,0.83,90.28,78.04,109.01,82.42,79.33,0.86,1000.9,13.94,25.08,129,0.76,9,9.579,260.5,78.37,90.28,83.32,109.01,68,4,2
DMC,09-08-19,0.33,0.0214,0.0595,0.86,89.82,79.21,109.57,86.52,80,0.89,1002.5,12.01,23.86,140,0.66,7,10,261.6,78.05,89.82,82.47,109.57,105,4,2
DMC,09-09-19,0.36,0.0274,0.118,0.92,91.29,79.75,111.35,87.49,80.25,0.88,1001.8,8.99,18.95,170,0.98,6,9.932,256,79.21,91.29,86.52,111.35,136,4,2
DMC,09-10-19,0.39,0.0058,0.0143,0.78,91.75,78.15,110.13,82.71,80.13,0.85,1002.4,8.7,19.46,164,0.84,8,10,260,80.64,91.75,90.31,110.13,128,4,2
DMC,09-11-19,0.42,0.0036,0.0101,0.75,90.8,78.39,109.11,83.53,79.29,0.87,1003.6,9.29,19.4,135,0.99,5,9.995,260.8,78.15,90.8,82.71,109.11,79,4,2
DMC,09-12-19,0.45,0.0775,0.2561,0.99,84.06,76.5,98.04,78.88,79.18,0.95,1005.9,12.65,24.89,161,0.99,5,6.269,259.6,78.39,84.06,83.53,98.04,84,4,2
DMC,9/13/2019,0.48,0.0129,0.0434,0.83,86.71,78.84,101.78,84.73,78.35,0.91,1008.1,9.8,18.15,163,0.99,5,9.65,257.1,76.5,86.71,78.88,101.78,63,4,2
DMC,9/14/2019,0.51,0.0055,0.0339,0.49,89.97,78.72,106.58,84.62,79.14,0.87,1007.2,8,15.9,165,0.94,5,10,260.9,78.84,89.97,84.73,106.58,56,4,2
DMC,9/15/2019,0.54,0.0115,0.0441,0.72,93.55,79.32,109.3,86.44,78.79,0.8,1005.7,7.34,18.48,180,0.92,6,9.93,258.8,78.72,93.55,84.62,109.3,56,4,2
DMC,9/16/2019,0.57,0.0209,0.1298,0.9,93,77.99,107.13,82,78.03,0.79,1005.2,6.5,14.01,179,0.86,7,9.702,261.3,79.32,93,86.44,107.13,71,4,2
DMC,9/17/2019,0.61,0.0046,0.0548,0.71,94.26,78.07,104.98,82.1,76.34,0.74,1006.5,5.03,8.45,156,0.72,6,10,264,78.74,94.26,83.95,104.98,90,4,2
DMC,9/18/2019,0.64,0.0036,0.0294,0.38,93.81,79.23,107.88,85.37,76.97,0.74,1008.5,3.47,9.23,108,0.26,11,10,262.1,77.94,93.81,81.74,107.88,70,4,2
DMC,9/19/2019,0.67,0.0003,0.0011,0.08,96.31,79.37,109.64,85.36,76.18,0.7,1008.9,2.93,7.8,288,0.17,11,10,261.5,79.23,96.31,85.37,109.64,58,4,2
DMC,9/20/2019,0.7,0.0009,0.0056,0.21,95,79.38,107.35,86.59,76.8,0.73,1008,3.39,10.3,286,0.61,6,10,261.4,79.37,95,85.36,107.35,73,4,2
DMC,9/21/2019,0.73,0.0098,0.0774,0.53,92.27,78.97,111.67,84.95,78.34,0.79,1007.3,4.66,8.01,173,0.69,10,9.9,260.5,79.33,92.27,86.5,111.67,52,4,2
DMC,9/22/2019,0.77,0.0056,0.0258,0.65,92.28,76.44,105.63,78.66,77.48,0.79,1008.9,4.49,8.02,120,0.97,6,9.971,264.7,78.97,92.28,84.95,105.63,54,4,2
DMC,9/23/2019,0.8,0.0079,0.042,0.77,89.92,76.4,101.4,78.74,76.2,0.82,1011.3,5.6,9.52,107,0.92,5,10,265.7,76.36,89.92,78.39,101.4,53,4,2
DMC,9/24/2019,0.84,0.0319,0.1414,0.89,83.73,74.74,94.23,76.96,75.48,0.88,1012.4,6.93,16.77,120,0.99,5,10,265.5,76.4,83.73,78.34,94.23,59,4,2
DMC,9/27/2019,0.95,0.0015,0.0083,0.38,87.73,74.69,99.19,76.91,74.59,0.82,1014.3,6.05,12.38,322,0.97,5,10,269.6,73.77,87.73,75.98,99.19,26,4,2
DMC,9/28/2019,0.99,0.0044,0.0183,0.83,86.62,73.51,98.2,75.83,74.75,0.84,1013,4.31,10.19,14,0.99,5,9.502,262.3,74.69,86.62,76.91,98.2,36,4,2
DMC,9/29/2019,0.03,0.035,0.1029,0.99,77.27,73.22,78.91,75.55,74.6,0.95,1013.7,4.65,12.4,20,0.97,5,8.857,255.7,73.51,77.76,75.83,78.91,38,4,2
DMC,9/30/2019,0.07,0.0326,0.1507,0.98,87.93,74.28,98.88,76.65,75.56,0.87,1010.5,5.08,12.61,165,0.97,5,8.658,255.7,73.22,87.93,75.55,98.88,32,4,2
DMC,10-01-19,0.11,0.0275,0.0729,0.99,83.23,73.91,89.94,76.48,75.52,0.9,1009,4.91,18.64,178,0.85,6,9.149,267.1,74.28,83.23,76.65,89.94,40,4,2
DMC,10-02-19,0.15,0.0125,0.0346,0.67,88.29,74.95,99.74,77.53,75.98,0.86,1009.1,4.3,16.95,128,0.6,7,9.97,266.4,73.98,88.29,76.56,99.74,44,4,2
DMC,10-03-19,0.18,0.0035,0.0167,0.47,88.72,76.64,103.89,79.07,76.69,0.85,1009.1,4.35,9.75,156,0.51,8,10,260.4,74.87,88.72,77.33,103.89,43,4,2
DMC,10-04-19,0.22,0.0114,0.0417,0.66,91.3,77,104.01,79.51,76.16,0.79,1008.8,3.98,6.5,198,0.66,6,10,266.9,76.64,91.3,79.07,104.01,32,4,2
DMC,10-05-19,0.25,0.0047,0.0572,0.36,91.57,77.39,103.8,79.93,76.43,0.79,1008.7,4.5,7.39,191,0.44,7,9.964,271.2,77,91.57,79.51,103.8,21,4,2
DMC,10-06-19,0.28,0.0086,0.0447,0.53,90.02,76.62,104.61,79.07,76.58,0.82,1009.3,5.09,10.87,183,0.79,7,9.978,267.5,77.39,90.02,79.93,104.61,28,4,2
DMC,10-07-19,0.31,0.0004,0.0018,0.19,88.75,75.51,99.05,77.76,76.46,0.83,1010.4,3.36,7.6,151,0.61,6,10,267,76.62,88.75,79.07,99.05,38,4,2
DMC,10-08-19,0.34,0.0086,0.0331,0.68,89.61,74.92,98.86,77.18,75.3,0.81,1010.9,4.18,7.8,125,0.41,9,10,264.4,75.56,89.61,77.92,98.86,22,4,2
DMC,10-09-19,0.37,0.0156,0.0947,0.85,89.62,74.42,101.19,76.6,74.7,0.82,1010.8,4.36,8.62,125,0.77,6,9.516,263.6,74.92,89.62,77.18,101.19,24,4,2
DMC,10-10-19,0.4,0.0057,0.0269,0.9,84.33,73.96,91.74,76.26,74.65,0.87,1010.3,5.89,12.58,114,0.81,5,9.57,267,74.42,84.33,76.6,91.74,34,4,2
DMC,10-11-19,0.43,0.0007,0.0024,0.2,89.22,74.27,97.2,76.73,74.57,0.82,1009.9,4.37,8.42,96,0.29,8,10,273,73.96,89.22,76.26,97.2,28,4,2
DMC,10-12-19,0.46,0.0006,0.0026,0.11,90.83,74.07,98.03,75.94,73.72,0.77,1010.2,4.05,9.09,37,0.21,9,10,273.4,74.36,90.83,76.87,98.03,34,4,2
DMC,10/13/2019,0.49,0,0,0,91.6,72.36,95.58,74.18,70.73,0.7,1010.5,5.44,13.98,355,0.03,9,10,271.5,74.07,91.6,75.94,95.58,48,4,2
DMC,10/14/2019,0.52,0,0.0002,0.01,92.02,73.3,95.57,75.19,70.63,0.71,1011.1,5.81,11.03,332,0.48,7,10,268.6,72.36,92.02,74.18,95.57,44,4,2
DMC,10/15/2019,0.55,0.0001,0.0003,0.03,92.23,75.26,98.67,77.37,72.21,0.72,1011.8,3.8,6.93,316,0.38,8,10,269.7,73.3,92.23,75.19,98.67,29,4,2
DMC,10/16/2019,0.59,0.0009,0.0057,0.1,89.99,75.53,100.3,77.75,74.05,0.76,1012.2,3.48,6.12,144,0.65,5,10,269.3,75.26,89.99,77.37,100.3,42,4,2
DMC,10/17/2019,0.62,0.0003,0.002,0.08,91.67,75.69,99.99,77.72,74.46,0.76,1012.3,3.32,7.86,8,0.5,8,10,271.6,75.53,91.67,77.75,99.99,22,4,2
DMC,10/18/2019,0.65,0.0123,0.1284,0.48,91.68,75.42,102.72,77.47,74.84,0.75,1011.9,4.05,10.29,351,0.51,8,9.18,268.2,75.69,91.68,77.75,102.72,18,4,2
DMC,10/19/2019,0.68,0.0003,0.0009,0.06,93.76,74.04,101.81,75.6,73.46,0.71,1012.5,4.89,16.74,352,0.34,7,10,265.9,75.39,93.76,77.43,101.81,17,4,2
DMC,10/20/2019,0.72,0.0001,0.0004,0.02,92.71,76,98.99,78.14,71.73,0.68,1012,6.13,16.18,342,0.11,8,10,264.7,74.07,92.71,75.65,98.99,33,4,2
DMC,10/21/2019,0.75,0.0001,0.0008,0.07,91.92,75.74,99.56,77.83,73.64,0.74,1010.5,6.48,10.97,328,0.21,9,10,265.7,76,91.92,78.14,99.56,22,4,2
DMC,10/22/2019,0.79,0.0033,0.0299,0.59,90.51,74.74,96.86,76.7,72.83,0.73,1009.3,4.19,7.18,306,0.29,8,9.759,265.6,75.74,90.51,77.83,96.86,20,4,2
DMC,10/23/2019,0.83,0.0001,0.0003,0.06,90.64,71.58,95.47,73.21,71.24,0.7,1008.9,4.23,11.61,341,0.46,8,10,261.9,74.72,90.64,76.67,95.47,33,4,2
DMC,10/24/2019,0.86,0.0113,0.0305,0.98,74.56,69.16,75.02,70.86,68.71,0.85,1011.4,10.75,21.12,9,1,5,8.821,261.4,70.69,80.13,72.19,82.76,21,4,2
DMC,10/25/2019,0.9,0.0339,0.1428,0.98,82.44,73.16,85.95,75.15,70.69,0.88,1010.6,8.99,19.8,57,0.98,5,7.214,262.5,69.25,82.44,70.97,85.95,31,4,2
DMC,10/26/2019,0.94,0.0448,0.1389,1,82.76,72.6,90.92,74.71,74.62,0.91,1010.7,7.09,26.09,231,0.81,5,8.917,258.9,73.51,82.76,75.88,90.92,31,4,2
DMC,10/27/2019,0.98,0.0002,0.0052,0.23,84.55,69.99,90.47,71.72,72.5,0.85,1011.6,3.69,13.86,313,0.57,7,10,255.1,72.6,84.55,74.71,90.47,24,4,2
DMC,10/28/2019,0.02,0.0001,0.0003,0.05,87.26,70.08,92.54,71.93,70.28,0.79,1012,5.96,13.8,333,0.28,8,10,258.1,69.99,87.26,71.72,92.54,27,4,2
DMC,10/29/2019,0.05,0.0001,0.0002,0.04,88.09,71.09,91.98,72.99,69.88,0.78,1011.9,4.38,9.32,292,0.31,7,10,261.8,70.08,88.09,71.93,91.98,38,4,2
DMC,10/30/2019,0.09,0.0001,0.0002,0.04,89.38,71.12,92.45,73.09,69.84,0.75,1011,3.38,8.31,293,0.43,7,10,261.4,71.09,89.38,72.99,92.45,40,4,2
DMC,10/31/2019,0.13,0,0.0003,0.01,88.61,71.39,90.77,73.25,69.43,0.74,1010.3,3.97,8.28,297,0.43,7,10,260.1,71.26,88.61,73.21,90.77,34,4,2
DMC,11-01-19,0.16,0.0001,0.0005,0.04,89.07,70.45,91.81,72.38,69.81,0.74,1010.7,4.03,9.38,324,0.25,7,10,259.2,71.4,89.07,73.26,91.81,38,4,2
DMC,11-02-19,0.19,0.0001,0.0002,0.05,89.71,69.48,91.52,71.19,69.06,0.73,1011.2,3.89,7.95,332,0.2,7,10,258.9,70.45,89.71,72.38,91.52,23,4,2
DMC,11-03-19,0.23,0.0001,0.0002,0.03,88.87,70.98,90.79,72.61,68.55,0.73,1011.2,2.83,7.43,322,0.21,7,10,256.1,69.48,88.87,71.19,90.79,20,4,2
DMC,11-04-19,0.26,0,0.0002,0.02,89.03,72.14,91.33,73.99,68.74,0.71,1010.6,3.37,7.82,304,0.05,8,10,256,70.98,89.03,72.61,91.33,21,4,2
DMC,11-05-19,0.29,0.0002,0.0007,0.09,89.27,70.43,92.09,72,69.45,0.72,1009.5,3.69,8.01,321,0.08,7,10,259.1,72.14,89.27,73.99,92.09,23,4,2
DMC,11-06-19,0.32,0.0001,0.0002,0.03,88.81,68.66,88.78,70.05,66.44,0.68,1008.9,4.68,9.32,357,0.54,7,10,257.8,70.43,88.81,72,88.78,27,4,2
DMC,11-07-19,0.35,0,0.0002,0.03,88.75,70.94,89.99,72.69,66.98,0.71,1009.3,4.67,10.45,356,0.67,6,10,259.8,68.66,88.75,70.05,89.99,24,4,2
DMC,11-08-19,0.38,0.0049,0.0297,0.9,83.98,72.46,90.3,74.37,71.47,0.83,1010.6,4.85,13.86,45,0.98,4,9.697,256.2,70.94,83.98,72.69,90.3,31,4,2
DMC,11-09-19,0.41,0.0092,0.0468,0.99,82.99,72.16,87.74,74.19,71.98,0.85,1010.4,10.82,25.37,63,1,4,9.446,252.4,72.46,82.99,74.37,87.74,18,4,2
DMC,11-10-19,0.44,0.031,0.0984,0.98,77.24,71.02,78.31,73.1,71.53,0.91,1008.6,12.94,34.29,66,1,4,9.159,252.4,72.08,77.24,74.03,78.31,18,4,2
DMC,11-11-19,0.47,0.0044,0.0188,0.39,81.95,69.52,86.51,71.38,71.71,0.88,1009.1,8.35,22.42,26,0.68,5,10,255.3,71.02,81.95,73.1,86.51,15,4,2
DMC,11-12-19,0.5,0.0002,0.0007,0.1,86.17,67.64,88.84,69.19,69.23,0.79,1012.1,3.39,8.61,344,0.06,7,10,258.7,69.52,86.17,71.38,88.84,25,4,2
DMC,11/13/2019,0.53,0.0002,0.0004,0.08,86.94,68.83,89.76,70.44,68.41,0.76,1014.1,4.26,9.47,354,0.1,6,10,257.3,67.64,86.94,69.19,89.76,13,4,2
DMC,11/14/2019,0.57,0,0.0001,0.01,88.38,67.66,90.07,69.12,68.1,0.74,1013.9,3.26,6.87,334,0.07,7,10,254.6,68.82,88.38,70.43,90.07,18,4,2
DMC,11/15/2019,0.6,0.0001,0.0002,0.05,88.62,68.26,89.79,69.75,66.88,0.72,1013.1,3.09,9.06,304,0.03,7,9.803,252,67.68,88.62,69.15,89.79,10,4,2
DMC,11/16/2019,0.63,0,0.0002,0.05,86.91,68.27,87.48,69.69,66.5,0.72,1012.7,3,8.02,338,0.02,7,10,255.1,68.26,86.91,69.75,87.48,14,4,2
DMC,11/17/2019,0.67,0.0001,0.0003,0.02,86.48,65.95,87.35,67.19,66.5,0.73,1012.4,2.52,6.92,324,0.14,6,10,253.9,68.27,86.48,69.69,87.35,12,4,2
DMC,11/18/2019,0.7,0.0001,0.0003,0.02,86.36,66.41,85.89,67.47,63.67,0.68,1012.8,2.45,6.47,346,0,7,10,254,65.93,86.36,67.17,85.89,15,4,2
DMC,11/19/2019,0.74,0,0.0001,0.01,85.95,65.31,85.45,66.25,62.71,0.67,1012.9,2.8,7.55,336,0.05,7,10,253.9,66.42,85.95,67.48,85.45,13,4,2
DMC,11/20/2019,0.78,0,0.0002,0.01,85.12,63.42,84.62,63.97,60.36,0.64,1013.7,4.02,9.46,336,0.14,7,10,252.7,65.27,85.12,66.2,84.62,17,4,2
DMC,11/21/2019,0.81,0.0001,0.0003,0.02,84.95,64.75,84.56,65.75,61.25,0.67,1014.2,3.36,6.76,338,0,7,10,254.9,63.44,84.95,63.98,84.56,16,4,2
DMC,11/22/2019,0.85,0,0.0002,0.01,84.8,66.41,84.3,67.49,62.24,0.68,1014.4,2.57,6.26,14,0.05,6,10,250.7,64.75,84.8,65.75,84.3,14,4,2
DMC,11/23/2019,0.89,0.0001,0.0005,0.02,84.38,65.74,84.06,66.75,62.74,0.69,1014.1,3.44,9.52,335,0.11,7,10,246.2,66.41,84.38,67.49,84.06,33,4,2
DMC,11/24/2019,0.93,0.0001,0.0002,0.04,84.11,66.15,84.05,67.23,63.43,0.71,1013.9,3.23,7.99,347,0.15,7,10,240.7,65.71,84.11,66.7,84.05,15,4,2
DMC,11/25/2019,0.96,0.0001,0.0003,0.05,84.95,66.49,85.78,67.85,64.65,0.72,1014.6,3.81,10.95,355,0.07,7,10,236.8,66.16,84.95,67.24,85.78,9,4,2
DMC,11/26/2019,1,0.0001,0.0004,0.06,85.77,65.59,86.49,66.71,65.6,0.74,1014.3,2.99,8.47,8,0,7,10,239,66.49,85.77,67.85,86.49,13,4,2
DMC,11/27/2019,0.04,0,0.0001,0.01,86.88,64.7,87.51,65.87,64.99,0.72,1014.3,3.52,7.41,10,0,7,10,240.8,65.55,86.88,66.66,87.51,11,4,2
DMC,11/28/2019,0.07,0.0001,0.0005,0.04,87.29,65.87,87.93,66.98,64.71,0.71,1014.2,3.41,7.64,338,0,6,10,249.6,64.73,87.29,65.9,87.93,7,4,2
DMC,11/29/2019,0.1,0.0001,0.0003,0.05,87.51,65.78,87.49,66.89,64.09,0.7,1013.7,2.74,7.02,349,0.02,6,10,247.5,65.85,87.51,66.95,87.49,7,4,2
DMC,11/30/2019,0.14,0,0.0003,0.03,86.18,65.47,85.71,66.23,62.81,0.69,1013.4,3.4,8.78,343,0.01,7,10,237.4,65.82,86.18,66.93,85.71,17,4,2
DMC,12-01-19,0.17,0.0001,0.0004,0.04,84.62,62.59,84.12,63.08,60.48,0.65,1014.3,4.08,10.99,351,0.43,7,10,230.5,65.47,84.62,66.23,84.12,14,4,2
DMC,12-02-19,0.2,0.0001,0.0002,0.02,82.4,59.05,81.9,59.54,56.03,0.6,1014.7,4.02,9.89,336,0.34,6,10,230.6,62.59,82.4,63.08,81.9,14,4,2
DMC,12-03-19,0.23,0.0001,0.0003,0.02,81.16,61.52,80.66,62.15,55.59,0.62,1014.3,4.08,9.64,325,0,6,10,239.5,59.1,81.16,59.59,80.66,12,4,2
DMC,12-04-19,0.26,0.0001,0.0003,0.03,81.99,59.49,81.49,59.98,58.44,0.68,1016.4,5.35,9.04,356,0.14,6,10,242.7,61.52,81.99,62.15,81.49,8,4,2
DMC,12-05-19,0.29,0.0001,0.0004,0.02,85.19,62.7,84.69,63.32,58.19,0.66,1017,3.57,6.77,29,0.42,5,10,242.7,59.49,85.19,59.98,84.69,17,4,2
DMC,12-06-19,0.32,0,0.0003,0.01,85.82,61,85.32,61.49,59.11,0.64,1017.3,3.14,6.63,55,0.43,5,10,246.8,62.7,85.82,63.32,85.32,9,4,2
DMC,12-07-19,0.35,0.0001,0.0003,0.03,84.91,63.62,84.41,64.11,55.72,0.58,1016.3,4.23,6.95,9,0.18,6,10,248.7,61,84.91,61.49,84.41,14,4,2
DMC,12-08-19,0.38,0.0001,0.0004,0.04,83.74,65.54,83.24,66.17,57.37,0.6,1016.1,3.27,7.98,326,0.32,5,10,249.8,63.62,83.74,64.11,83.24,7,4,2
DMC,12-09-19,0.41,0,0,0,81.63,61.66,81.16,62.14,59.21,0.64,1015.7,3.55,6.22,352,0.45,6,10,260,65.52,81.63,66.15,81.16,7,4,2
DMC,12-10-19,0.45,0.0001,0.0003,0.02,82.11,60.98,81.61,61.47,55.57,0.61,1014,3.91,8.71,325,0.01,6,10,266.2,61.71,82.11,62.2,81.61,9,4,2
DMC,12-11-19,0.48,0,0.0002,0.03,80.87,62.23,80.37,62.72,54.85,0.61,1013.7,3.59,8.47,341,0.01,6,10,270,60.98,80.87,61.47,80.37,3,3,1
DMC,12-12-19,0.51,0.0001,0.0003,0.03,80.6,59.08,80.1,59.57,57.46,0.66,1015.2,4.56,8.76,20,0.19,5,10,265,62.23,80.6,62.72,80.1,12,4,2
DMC,12/13/2019,0.55,0.0001,0.0005,0.03,81.31,59.04,80.81,59.53,56.23,0.65,1016.4,2.82,6.3,358,0.02,6,10,261.1,59.08,81.31,59.57,80.81,5,3,1
DMC,12/14/2019,0.58,0.0001,0.0003,0.04,82.63,61.21,82.13,61.74,56.92,0.65,1017.1,3.44,8.72,337,0.01,6,10,262.3,59.04,82.63,59.53,82.13,3,3,1
DMC,12/15/2019,0.62,0.0001,0.0003,0.05,82.17,62.19,82.07,62.82,59.86,0.7,1016.2,5.07,10.12,356,0,6,10,261.3,61.21,82.17,61.74,82.07,6,3,1
DMC,12/16/2019,0.66,0.0001,0.0002,0.07,77.27,61.01,76.77,61.57,58.4,0.71,1016.1,4.7,10.33,348,0.33,4,10,258.2,61.32,77.27,61.98,76.77,5,3,1
DMC,12/17/2019,0.69,0.0001,0.0002,0.08,79.63,57.67,79.13,58.16,58.87,0.72,1016.8,5.42,10.95,334,0.26,5,10,252.8,60.21,79.63,60.79,79.13,14,4,2
DMC,12/18/2019,0.73,0,0.0002,0.02,78.24,55.06,77.74,55.55,54.33,0.68,1017.2,6.72,17.22,332,0.09,5,10,253.5,58.35,78.24,58.84,77.74,9,4,2
DMC,12/19/2019,0.76,0.0001,0.0002,0.06,74.92,53.24,74.42,53.73,52.5,0.7,1015.8,5.48,11.4,319,0.25,5,10,259.1,55.06,74.92,55.55,74.42,1,2,1
DMC,12/20/2019,0.8,0.0001,0.0004,0.08,73.52,54.17,73.02,54.66,51.71,0.69,1014.6,3.7,8.45,323,0.42,5,10,259,53.24,73.52,53.73,73.02,4,3,1
DMC,12/21/2019,0.84,0,0.0002,0.02,73.35,52.41,72.85,52.9,51.54,0.68,1014.9,4.43,8.06,324,0.85,4,10,264.3,54.08,73.35,54.57,72.85,3,3,1
DMC,12/22/2019,0.87,0.0001,0.0002,0.03,72.78,55.53,72.28,56.02,52.16,0.72,1015.8,4.64,9.5,339,0.34,5,10,269.7,52.41,72.78,52.9,72.28,2,3,1
DMC,12/23/2019,0.91,0.0001,0.0002,0.02,75.79,55.22,75.29,55.71,52.57,0.67,1015.9,5.48,13.1,336,0.47,4,10,274.4,55.52,75.79,56.01,75.29,9,4,2
DMC,12/24/2019,0.94,0.0001,0.0002,0.03,76.92,54.94,76.42,55.43,49.18,0.6,1016.2,6.28,14.29,328,0.19,5,10,270.1,55.22,76.92,55.71,76.42,1,2,1
DMC,12/25/2019,0.98,0.0001,0.0002,0.03,76.12,57.44,75.62,57.93,50.25,0.62,1015.6,4.36,10.35,343,0.37,4,10,276.8,54.94,76.12,55.43,75.62,3,3,1
DMC,12/26/2019,0.01,0.0001,0.0005,0.07,75.89,57.74,75.39,58.23,50.52,0.6,1014.9,5.58,9.72,340,0.49,4,10,284,57.44,75.89,57.93,75.39,2,3,1
DMC,12/27/2019,0.05,0.0028,0.0178,0.49,69.89,54.92,69.39,55.41,55.38,0.78,1014.5,5.64,11.43,350,0.56,4,10,288.5,57.74,69.89,58.23,69.39,3,3,1
DMC,12/28/2019,0.08,0.0001,0.0005,0.11,72.62,54.47,72.12,54.96,53.58,0.74,1016.1,7.34,14.75,343,0.02,5,10,278,54.92,72.62,55.41,72.12,2,3,1
DMC,12/29/2019,0.11,0.0001,0.0004,0.03,76.66,55.2,76.16,55.69,54.09,0.72,1015.6,6.7,12.73,335,0,6,10,267.6,54.47,76.66,54.96,76.16,2,3,1
DMC,12/30/2019,0.14,0.0001,0.0004,0.05,76.8,55.66,76.3,56.15,53.44,0.69,1016.3,5,8.97,326,0.51,4,10,258.9,55.2,76.8,55.69,76.3,1,2,1
DMC,12/31/2019,0.17,0,0.0002,0.04,79.99,60.36,79.49,60.85,54.63,0.66,1017.1,3.53,6.56,321,0,6,10,255.6,55.59,79.99,56.08,79.49,0,1,0
DMC,01-01-20,0.2,0.0001,0.0002,0.04,81.83,61.55,81.37,62.08,56.76,0.65,1018.4,3.41,6.64,286,0.36,5,10,253.8,60.36,81.83,60.85,81.37,0,1,0
DMC,01-02-20,0.23,0.0001,0.0003,0.16,81.35,63.26,81.44,63.85,60.35,0.72,1019.3,3.71,17.76,7,0.74,4,10,257.3,61.55,81.35,62.08,81.44,5,3,1
DMC,01-03-20,0.26,0.0088,0.0496,0.81,68.58,60.8,68.37,61.5,59.49,0.81,1017.5,6.5,19.09,34,0.7,4,9.985,271.8,62.8,68.58,63.44,68.37,2,3,1
DMC,01-04-20,0.29,0.0017,0.0092,0.33,75.17,59.41,74.67,59.94,59.98,0.8,1015.3,3.39,6.64,289,0.46,4,10,271.9,60.8,75.17,61.5,74.67,7,4,2
DMC,01-05-20,0.32,0.001,0.0057,0.36,71.74,55.13,71.24,55.62,58.81,0.8,1014.9,4.59,8.01,331,0.42,4,10,250.4,59.31,71.74,59.83,71.24,2,3,1
DMC,01-06-20,0.36,0,0.0002,0.02,74.64,53.69,74.14,54.18,50.02,0.63,1018.1,6.42,15.25,344,0,6,10,243.1,56.06,74.64,56.55,74.14,2,3,1
DMC,01-07-20,0.39,0.0001,0.0002,0.04,74.06,54.66,73.56,55.15,49.92,0.65,1016.6,5.78,15.81,320,0.07,6,10,242.3,53.69,74.06,54.18,73.56,2,3,1
DMC,01-08-20,0.42,0,0.0002,0.03,75.24,59.79,74.74,60.28,53.38,0.7,1015.8,4.03,8.91,358,0.59,5,10,239.6,54.66,75.24,55.15,74.74,1,2,1
DMC,01-09-20,0.46,0.0053,0.0228,0.62,68.91,57.21,68.41,57.7,56.91,0.78,1015.5,4.77,19,3,0.88,4,9.835,240.6,59.29,68.91,59.78,68.41,8,4,2
DMC,01-10-20,0.49,0.0002,0.0011,0.05,76.15,56.05,75.65,56.54,55.84,0.73,1015.5,5.98,13.42,333,0.06,6,10,243.3,57.22,76.15,57.71,75.65,4,3,1
DMC,01-11-20,0.53,0.0001,0.0003,0.07,73.85,56.44,73.35,56.93,55.62,0.75,1016,8.38,18.59,321,0.01,6,10,246.8,56.04,73.85,56.53,73.35,6,3,1
DMC,01-12-20,0.57,0.0001,0.0003,0.03,74.5,55.77,74,56.26,56.33,0.76,1014,7.6,20.84,321,0.09,6,10,254.1,56.44,74.5,56.93,74,3,3,1
