Zone Name,Date,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureLow,apparentTemperatureHigh,apparentTemperatureLow,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,temperatureMin,temperatureMax,apparentTemperatureMin,apparentTemperatureMax,Patients Admitted,quartile,class
Shahabag,9/27/2019,0.95,0.0015,0.0083,0.39,87.59,74.66,99.24,76.88,74.58,0.83,1014.3,6.03,12.35,322,0.97,5,9.999,269.6,73.73,87.59,75.93,99.24,7,4,2
Shahabag,9/28/2019,0.99,0.0043,0.0179,0.83,86.55,73.45,98.11,75.76,74.71,0.84,1013,4.29,10.17,15,0.99,5,9.481,262.3,74.66,86.55,76.88,98.11,7,4,2
Shahabag,9/29/2019,0.03,0.0349,0.1013,0.99,77.23,73.24,78.86,75.56,74.56,0.96,1013.7,4.61,12.48,19,0.96,5,8.883,255.8,73.45,77.76,75.76,78.86,12,4,2
Shahabag,9/30/2019,0.07,0.0333,0.1568,0.98,87.84,74.27,98.67,76.64,75.53,0.87,1010.5,5.07,12.62,165,0.97,5,8.596,255.7,73.24,87.84,75.56,98.67,14,4,2
Shahabag,10-01-19,0.11,0.0274,0.074,0.99,83.15,73.99,89.79,76.56,75.39,0.9,1009,4.75,18.64,177,0.85,6,9.121,267.2,74.27,83.15,76.64,89.79,7,4,2
Shahabag,10-02-19,0.15,0.0125,0.0345,0.67,88.25,74.94,99.63,77.51,75.94,0.86,1009.1,4.28,16.97,128,0.6,7,9.979,266.4,73.99,88.25,76.56,99.63,7,4,2
Shahabag,10-03-19,0.18,0.0033,0.0162,0.46,88.74,76.65,103.66,79.08,76.56,0.85,1009.1,4.43,9.88,155,0.51,8,10,260.5,74.94,88.74,77.51,103.66,7,4,2
Shahabag,10-04-19,0.22,0.0111,0.0423,0.64,91.31,76.99,103.91,79.49,76.15,0.79,1008.8,3.85,6.51,199,0.66,6,10,267,76.65,91.31,79.08,103.91,9,4,2
Shahabag,10-05-19,0.25,0.0046,0.0559,0.36,91.56,77.41,103.71,79.96,76.4,0.79,1008.7,4.49,7.37,192,0.45,7,9.963,271.2,76.99,91.56,79.49,103.71,5,3,1
Shahabag,10-06-19,0.28,0.0089,0.0458,0.54,90.04,76.63,104.61,79.07,76.56,0.81,1009.3,5.04,11.05,184,0.79,7,9.968,267.5,77.41,90.04,79.96,104.61,13,4,2
Shahabag,10-07-19,0.31,0.0003,0.0016,0.18,88.62,75.53,98.95,77.77,76.46,0.83,1010.4,3.33,7.68,150,0.61,6,10,267,76.63,88.62,79.07,98.95,13,4,2
Shahabag,10-08-19,0.34,0.0089,0.0344,0.69,89.54,74.95,98.78,77.2,75.34,0.81,1010.9,4.16,7.8,123,0.41,9,10,264.4,75.53,89.54,77.77,98.78,9,4,2
Shahabag,10-09-19,0.37,0.016,0.0972,0.86,89.6,74.39,101.13,76.58,74.68,0.82,1010.8,4.36,8.72,123,0.77,6,9.491,263.6,74.95,89.6,77.2,101.13,5,3,1
Shahabag,10-10-19,0.4,0.0057,0.0286,0.9,84.43,74.01,91.87,76.3,74.62,0.87,1010.4,5.89,12.58,114,0.8,5,9.504,267.1,74.39,84.43,76.58,91.87,9,4,2
Shahabag,10-11-19,0.43,0.0007,0.0025,0.2,89.25,74.39,97.25,76.89,74.53,0.81,1009.9,4.37,8.3,95,0.29,8,10,273,74.01,89.25,76.3,97.25,12,4,2
Shahabag,10-12-19,0.46,0.0006,0.0027,0.11,90.83,74.09,98,75.96,73.69,0.77,1010.2,4.07,9.24,36,0.21,9,10,273.4,74.39,90.83,76.89,98,7,4,2
Shahabag,10/13/2019,0.49,0,0,0,91.53,72.36,95.55,74.17,70.73,0.7,1010.4,5.45,14.25,355,0.03,9,10,271.5,74.09,91.53,75.96,95.55,9,4,2
Shahabag,10/14/2019,0.52,0,0.0002,0.01,91.95,72.73,95.52,74.67,70.7,0.71,1011.1,5.75,10.95,332,0.48,7,10,268.6,72.36,91.95,74.17,95.52,12,4,2
Shahabag,10/15/2019,0.55,0.0001,0.0003,0.03,92.23,75.23,98.67,77.49,72.43,0.72,1011.8,3.79,11.03,319,0.36,8,10,269.6,72.73,92.23,74.67,98.67,12,4,2
Shahabag,10/16/2019,0.59,0.0009,0.0058,0.1,89.92,75.51,100.23,77.72,74.04,0.76,1012.2,3.47,6.03,136,0.65,5,10,269.3,75.27,89.92,77.37,100.23,20,4,2
Shahabag,10/17/2019,0.62,0.0003,0.0018,0.07,91.57,75.65,99.94,77.67,74.43,0.76,1012.3,3.34,8,8,0.49,8,10,271.6,75.51,91.57,77.72,99.94,10,4,2
Shahabag,10/18/2019,0.65,0.0119,0.1268,0.47,91.64,75.39,102.73,77.43,74.81,0.75,1011.9,4.06,10.44,351,0.5,8,9.168,268.2,75.65,91.64,77.71,102.73,8,4,2
Shahabag,10/19/2019,0.68,0.0002,0.0004,0.05,93.75,74.03,102.13,75.61,72.96,0.7,1012.4,4.88,16.81,354,0.3,7,10,266,75.39,93.75,77.43,102.13,3,3,1
Shahabag,10/20/2019,0.72,0.0001,0.0004,0.02,92.67,75.95,99,78.08,71.82,0.69,1012.1,6.05,16.35,343,0.11,8,10,264.6,74,92.67,75.56,99,14,4,2
Shahabag,10/21/2019,0.75,0.0001,0.0008,0.07,91.88,75.73,99.53,77.81,73.61,0.74,1010.5,6.49,11.02,328,0.21,9,10,265.6,75.98,91.88,78.1,99.53,7,4,2
Shahabag,10/22/2019,0.79,0.0031,0.0287,0.58,90.47,74.7,96.86,76.65,72.8,0.73,1009.3,4.17,7.19,306,0.3,8,9.765,265.6,75.73,90.47,77.81,96.86,9,4,2
Shahabag,10/23/2019,0.83,0.0001,0.0003,0.05,90.62,71.4,95.35,73.03,71.1,0.7,1008.9,4.24,11.8,336,0.46,8,10,261.9,74.7,90.62,76.65,95.35,10,4,2
Shahabag,10/24/2019,0.86,0.0116,0.0319,0.98,74.55,69.2,75.03,70.92,68.68,0.85,1011.3,10.68,21.12,9,1,5,8.726,261.6,70.54,80.11,72.06,82.75,7,4,2
Shahabag,10/25/2019,0.9,0.0346,0.1433,0.98,82.32,73.12,85.76,75.1,70.62,0.88,1010.6,9.03,19.83,57,0.98,5,7.202,262.5,69.2,82.32,70.92,85.76,12,4,2
Shahabag,10/26/2019,0.94,0.045,0.1408,1,82.63,72.61,90.61,74.72,74.54,0.91,1010.7,7.11,25.35,232,0.82,5,9.245,258.9,73.25,82.63,75.37,90.61,5,3,1
Shahabag,10/27/2019,0.98,0.0002,0.0045,0.23,84.49,69.96,90.39,71.68,72.46,0.85,1011.6,3.69,13.92,313,0.56,7,10,255.1,72.61,84.49,74.72,90.39,13,4,2
Shahabag,10/28/2019,0.02,0.0001,0.0003,0.05,87.19,70.09,92.49,71.93,70.23,0.79,1012,5.93,14.02,333,0.28,8,10,258.1,69.96,87.19,71.68,92.49,7,4,2
Shahabag,10/29/2019,0.05,0.0001,0.0002,0.03,88.21,71.14,92.34,73.02,69.96,0.77,1012.1,3.89,9.38,293,0.35,6,10,261.8,69.64,88.21,71.51,92.34,11,4,2
Shahabag,10/30/2019,0.09,0.0001,0.0002,0.04,89.3,71.14,92.44,73.1,69.83,0.75,1011,3.36,8.36,292,0.43,7,10,261.4,71.13,89.3,73.02,92.44,7,4,2
Shahabag,10/31/2019,0.13,0,0.0003,0.01,88.55,71.4,90.77,73.26,69.35,0.74,1010.3,3.96,8.94,296,0.45,6,10,260,71.14,88.55,73.1,90.77,6,3,1
Shahabag,11-01-19,0.16,0.0001,0.0005,0.04,89,70.49,91.78,72.41,69.8,0.74,1010.7,4.01,9.31,325,0.24,7,10,259.2,71.4,89,73.26,91.78,8,4,2
Shahabag,11-02-19,0.19,0.0001,0.0002,0.05,89.61,69.63,91.35,71.31,69.07,0.73,1011.2,3.85,8.2,332,0.2,7,10,258.9,70.45,89.61,72.36,91.35,4,3,1
Shahabag,11-03-19,0.23,0.0001,0.0002,0.03,88.77,70.95,90.8,72.57,68.7,0.73,1011.2,2.76,7.46,323,0.22,7,10,256.2,69.63,88.77,71.31,90.8,9,4,2
Shahabag,11-04-19,0.26,0,0.0002,0.02,88.93,72.12,91.25,73.96,68.73,0.71,1010.6,3.35,7.85,305,0.05,8,10,256,70.95,88.93,72.58,91.25,5,3,1
Shahabag,11-05-19,0.29,0.0002,0.0007,0.09,89.12,70.43,91.91,71.99,69.45,0.72,1009.5,3.66,8.02,321,0.08,7,10,259.1,72.12,89.12,73.96,91.91,4,3,1
Shahabag,11-06-19,0.32,0.0001,0.0002,0.03,88.67,68.63,88.77,70.01,66.46,0.68,1008.9,4.69,9.41,358,0.54,7,10,257.7,70.43,88.67,71.99,88.77,11,4,2
Shahabag,11-07-19,0.35,0,0.0002,0.03,88.61,70.89,89.98,72.65,66.98,0.71,1009.3,4.64,10.46,356,0.66,6,10,259.8,68.63,88.61,70.01,89.98,5,3,1
Shahabag,11-08-19,0.38,0.0049,0.0297,0.9,83.9,72.47,90.2,74.38,71.44,0.83,1010.6,4.77,13.74,44,0.98,5,9.688,256.1,70.89,83.9,72.65,90.2,5,3,1
Shahabag,11-09-19,0.41,0.0091,0.0412,0.99,82.8,72.04,87.46,74.07,71.96,0.85,1010.4,10.76,24.5,63,1,4,9.257,252.4,72.47,82.8,74.38,87.46,2,3,1
Shahabag,11-10-19,0.44,0.0263,0.0872,0.98,77.64,70.98,78.82,73.05,71.79,0.92,1008.7,12.75,33.8,67,1,4,9.137,252.3,72.12,77.64,74.14,78.82,8,4,2
Shahabag,11-11-19,0.47,0.0047,0.0189,0.39,81.93,68.74,86.46,70.61,71.63,0.87,1009.1,8.15,22.37,26,0.68,5,10,255.3,70.98,81.93,73.05,86.46,3,3,1
Shahabag,11-12-19,0.5,0.0002,0.0007,0.1,86.07,67.61,88.78,69.14,69.19,0.79,1012.1,3.4,8.67,344,0.06,7,10,258.8,69.51,86.07,71.36,88.78,11,4,2
Shahabag,11/13/2019,0.53,0.0002,0.0004,0.08,86.83,68.87,89.75,70.48,68.39,0.76,1014.1,4.25,9.45,354,0.1,6,10,257.3,67.61,86.83,69.14,89.75,9,4,2
Shahabag,11/14/2019,0.57,0,0.0001,0.01,88.27,67.7,90.05,69.17,68,0.74,1013.9,3.24,7.89,334,0.07,7,10,254.7,68.87,88.27,70.48,90.05,9,4,2
Shahabag,11/15/2019,0.6,0.0001,0.0002,0.05,88.52,68.28,89.72,69.76,66.88,0.72,1013.1,3.06,9.08,304,0.02,7,9.777,252,67.7,88.52,69.17,89.72,4,3,1
Shahabag,11/16/2019,0.63,0,0.0002,0.05,86.76,68.29,87.33,69.71,66.49,0.72,1012.7,3,8.12,339,0.02,7,10,255.1,68.28,86.76,69.76,87.33,4,3,1
Shahabag,11/17/2019,0.67,0.0001,0.0003,0.02,86.36,65.93,87.21,67.16,66.51,0.73,1012.4,2.52,7.03,323,0.14,6,10,253.9,68.29,86.36,69.71,87.21,3,3,1
Shahabag,11/18/2019,0.7,0.0001,0.0003,0.02,86.23,66.4,85.74,67.46,63.55,0.68,1012.7,2.48,6.93,348,0.01,7,10,253.9,65.95,86.23,67.18,85.74,2,3,1
Shahabag,11/19/2019,0.74,0,0.0001,0.01,85.77,65.27,85.27,66.21,62.7,0.67,1012.9,2.79,7.66,336,0.05,7,10,253.9,66.4,85.77,67.46,85.27,8,4,2
Shahabag,11/20/2019,0.78,0,0.0002,0.01,84.98,63.42,84.48,63.97,60.22,0.64,1013.7,4.1,9.61,339,0.14,7,10,252.7,65.27,84.98,66.21,84.48,4,3,1
Shahabag,11/21/2019,0.81,0.0001,0.0003,0.02,84.81,64.73,84.44,65.71,61.35,0.67,1014.3,3.33,6.76,338,0.01,7,10,255,63.4,84.81,63.95,84.44,4,3,1
Shahabag,11/22/2019,0.85,0,0.0002,0.01,84.64,66.42,84.14,67.49,62.2,0.68,1014.4,2.55,6.27,15,0.05,6,10,250.7,64.72,84.64,65.71,84.14,3,3,1
Shahabag,11/23/2019,0.89,0.0001,0.0005,0.02,84.25,65.78,83.94,66.77,62.74,0.69,1014.1,3.43,9.55,335,0.12,7,10,246.2,66.42,84.25,67.49,83.94,6,3,1
Shahabag,11/24/2019,0.93,0.0001,0.0002,0.04,83.96,66.13,83.9,67.21,63.29,0.7,1013.9,3.34,8.39,346,0.15,7,10,240.7,65.78,83.96,66.77,83.9,3,3,1
Shahabag,11/25/2019,0.96,0.0001,0.0003,0.05,84.79,66.6,85.62,67.95,64.7,0.72,1014.6,3.63,9.69,356,0.08,7,10,236.7,66.12,84.79,67.2,85.62,6,3,1
Shahabag,11/26/2019,1,0.0001,0.0004,0.06,85.63,65.59,86.37,66.71,65.59,0.74,1014.4,2.99,8.62,7,0,7,10,239,66.45,85.63,67.81,86.37,4,3,1
Shahabag,11/27/2019,0.04,0,0.0001,0.01,86.72,64.7,87.35,65.87,64.98,0.72,1014.3,3.51,7.48,11,0,7,10,240.7,65.55,86.72,66.66,87.35,4,3,1
Shahabag,11/28/2019,0.07,0.0001,0.0005,0.04,87.16,65.87,87.8,66.97,64.69,0.71,1014.2,3.4,7.67,338,0,6,10,249.5,64.72,87.16,65.89,87.8,6,3,1
Shahabag,11/29/2019,0.1,0.0001,0.0003,0.05,87.37,65.8,87.34,66.91,63.97,0.7,1013.6,2.76,7.03,351,0.02,6,10,247.4,65.87,87.37,66.97,87.34,6,3,1
Shahabag,11/30/2019,0.14,0,0.0003,0.03,86.02,65.46,85.58,66.23,62.78,0.69,1013.3,3.37,8.83,343,0,7,10,237.3,65.8,86.02,66.91,85.58,3,3,1
Shahabag,12-01-19,0.17,0.0001,0.0004,0.04,84.45,62.58,83.94,63.07,60.44,0.65,1014.3,4.06,11.12,351,0.43,7,10,230.4,65.46,84.45,66.23,83.94,6,3,1
Shahabag,12-02-19,0.2,0.0001,0.0002,0.02,82.23,59.05,81.73,59.54,55.99,0.6,1014.7,4,9.94,336,0.34,6,10,230.6,62.58,82.23,63.07,81.73,5,3,1
Shahabag,12-03-19,0.23,0.0001,0.0003,0.03,80.98,61.48,80.48,62.09,55.69,0.63,1014.4,3.97,9.63,323,0,6,10,239.6,59.05,80.98,59.54,80.48,3,3,1
Shahabag,12-04-19,0.26,0.0001,0.0003,0.03,81.79,59.49,81.29,59.98,58.4,0.68,1016.4,5.32,9.05,356,0.14,6,10,242.8,61.48,81.79,62.1,81.29,4,3,1
Shahabag,12-05-19,0.29,0.0001,0.0004,0.02,85.1,62.73,84.6,63.36,58.15,0.66,1017,3.59,6.88,30,0.42,5,10,242.7,59.49,85.1,59.98,84.6,4,3,1
Shahabag,12-06-19,0.32,0,0.0003,0.01,85.71,60.96,85.21,61.45,59.05,0.64,1017.3,3.19,6.87,55,0.44,5,10,246.9,62.73,85.71,63.36,85.21,4,3,1
Shahabag,12-07-19,0.35,0.0001,0.0003,0.03,84.75,63.62,84.25,64.11,55.67,0.58,1016.3,4.22,6.93,9,0.19,6,10,248.7,60.96,84.75,61.45,84.25,3,3,1
Shahabag,12-08-19,0.38,0.0001,0.0004,0.04,83.64,65.41,83.14,66.03,57.33,0.6,1016.1,3.29,8.01,327,0.32,5,10,249.8,63.62,83.64,64.11,83.14,3,3,1
Shahabag,12-09-19,0.41,0,0,0,81.43,61.58,80.98,62.06,59.12,0.64,1015.7,3.55,6.29,352,0.45,6,10,260.1,65.4,81.43,66.02,80.98,1,2,1
Shahabag,12-10-19,0.45,0.0001,0.0003,0.02,81.96,60.95,81.46,61.44,55.52,0.61,1014,3.91,8.68,326,0.01,6,10,266.2,61.63,81.96,62.12,81.46,3,3,1
Shahabag,12-11-19,0.48,0,0.0002,0.03,80.7,62.21,80.2,62.7,54.83,0.61,1013.7,3.6,8.48,340,0.01,6,10,270,60.95,80.7,61.44,80.2,3,3,1
Shahabag,12-12-19,0.51,0.0001,0.0003,0.03,80.43,59.05,79.93,59.54,57.3,0.66,1015.1,4.69,8.83,21,0.2,5,10,265.1,62.21,80.43,62.7,79.93,6,3,1
Shahabag,12/13/2019,0.55,0.0001,0.0005,0.03,81.13,58.99,80.63,59.48,56.15,0.65,1016.4,2.75,6.35,358,0.03,6,10,261.2,59.05,81.13,59.54,80.63,1,2,1
Shahabag,12/14/2019,0.58,0.0001,0.0003,0.04,82.48,61.16,81.98,61.7,56.89,0.65,1017.1,3.43,8.75,337,0.01,6,10,262.3,58.99,82.48,59.48,81.98,2,3,1
Shahabag,12/15/2019,0.62,0.0001,0.0003,0.05,82,62.16,81.93,62.79,59.81,0.7,1016.2,5.07,10.21,356,0,6,10,261.3,61.16,82,61.7,81.93,3,3,1
Shahabag,12/16/2019,0.66,0.0001,0.0002,0.07,77.02,61.02,76.52,61.57,58.39,0.71,1016.1,4.66,10.44,348,0.34,4,10,258.3,61.32,77.02,61.97,76.52,2,3,1
Shahabag,12/17/2019,0.69,0.0001,0.0002,0.08,79.46,57.65,78.96,58.14,58.84,0.72,1016.8,5.39,10.95,334,0.26,5,10,252.8,60.22,79.46,60.79,78.96,3,3,1
Shahabag,12/18/2019,0.73,0,0.0002,0.02,78.04,55.09,77.54,55.58,54.31,0.68,1017.2,6.69,17.45,332,0.09,5,10,253.6,58.33,78.04,58.82,77.54,1,2,1
Shahabag,12/19/2019,0.76,0.0001,0.0002,0.05,75.58,53.17,75.08,53.66,52.18,0.69,1015.6,5.78,18.1,318,0.24,5,10,259,54.32,75.58,54.81,75.08,2,3,1
Shahabag,12/20/2019,0.8,0.0001,0.0004,0.08,73.78,54.1,73.28,54.59,51.55,0.69,1014.5,3.99,9.35,321,0.43,4,10,259,53.17,73.78,53.66,73.28,0,1,0
Shahabag,12/21/2019,0.84,0,0.0002,0.02,73.13,52.37,72.63,52.86,51.53,0.68,1014.9,4.39,8.03,324,0.84,4,10,264.3,54.1,73.13,54.59,72.63,1,2,1
Shahabag,12/22/2019,0.87,0.0001,0.0002,0.03,72.6,55.48,72.1,55.97,52.14,0.72,1015.8,4.59,9.53,339,0.34,5,10,269.8,52.37,72.6,52.86,72.1,1,2,1
Shahabag,12/23/2019,0.91,0,0.0002,0.01,75.65,55.2,75.15,55.69,52.53,0.67,1015.9,5.51,13.12,336,0.47,4,10,274.5,55.48,75.65,55.97,75.15,1,2,1
Shahabag,12/24/2019,0.94,0.0001,0.0002,0.03,76.78,54.95,76.28,55.44,49.17,0.6,1016.2,6.21,14.23,328,0.2,5,10,270.1,55.2,76.78,55.69,76.28,1,2,1
Shahabag,12/25/2019,0.98,0.0001,0.0002,0.03,75.95,57.41,75.45,57.9,50.24,0.62,1015.6,4.3,10.29,343,0.38,4,10,276.8,54.95,75.95,55.44,75.45,0,1,0
Shahabag,12/26/2019,0.01,0.0001,0.0005,0.07,75.88,57.77,75.38,58.26,50.52,0.6,1014.9,5.51,9.76,340,0.49,4,10,284.1,57.41,75.88,57.9,75.38,1,2,1
Shahabag,12/27/2019,0.05,0.0028,0.0185,0.48,69.67,54.87,69.18,55.36,55.46,0.78,1014.6,5.43,11.56,350,0.56,4,10,288.5,57.67,69.67,58.16,69.18,0,1,0
Shahabag,12/28/2019,0.08,0.0001,0.0005,0.11,72.47,54.45,71.97,54.94,53.55,0.74,1016.2,7.31,14.89,342,0.03,5,10,278,54.87,72.47,55.36,71.97,0,1,0
Shahabag,12/29/2019,0.11,0.0001,0.0004,0.03,76.56,55.2,76.06,55.69,54.06,0.72,1015.6,6.66,12.74,335,0,6,10,267.6,54.45,76.56,54.94,76.06,0,1,0
Shahabag,12/30/2019,0.14,0.0001,0.0004,0.05,76.72,55.61,76.22,56.1,53.45,0.69,1016.4,4.8,7.73,326,0.51,4,10,258.9,55.2,76.72,55.69,76.22,0,1,0
Shahabag,12/31/2019,0.17,0,0.0002,0.04,79.91,60.37,79.41,60.86,54.58,0.66,1017.1,3.51,6.61,322,0,6,10,255.7,55.61,79.91,56.1,79.41,1,2,1
Shahabag,01-01-20,0.2,0.0001,0.0002,0.04,81.74,61.52,81.28,62.04,56.77,0.65,1018.4,3.43,7.97,292,0.37,5,10,254.3,60.37,81.74,60.86,81.28,0,1,0
Shahabag,01-02-20,0.23,0.0001,0.0003,0.16,81.31,63.31,81.37,63.9,60.28,0.72,1019.3,3.7,17.98,8,0.74,5,10,257.5,61.52,81.31,62.04,81.37,2,3,1
Shahabag,01-03-20,0.26,0.0088,0.0511,0.81,68.41,60.76,68.21,61.44,59.43,0.81,1017.6,6.45,19.12,35,0.71,4,9.981,272,62.76,68.41,63.39,68.21,1,2,1
Shahabag,01-04-20,0.29,0.0015,0.0085,0.32,75.07,59.43,74.57,59.95,59.91,0.8,1015.3,3.39,6.73,289,0.46,4,10,272,60.76,75.07,61.44,74.57,1,2,1
Shahabag,01-05-20,0.32,0.0011,0.0059,0.39,71.56,56.02,71.06,56.51,58.75,0.81,1014.9,4.64,8.34,330,0.42,4,10,250.5,59.43,71.56,59.95,71.06,1,2,1
Shahabag,01-06-20,0.36,0,0.0002,0.02,74.45,53.74,73.95,54.23,49.97,0.63,1018.1,6.38,15.43,344,0,6,10,243.1,56.02,74.45,56.51,73.95,1,2,1
Shahabag,01-07-20,0.39,0.0001,0.0002,0.03,73.9,54.72,73.4,55.21,49.85,0.65,1016.6,5.87,16.53,320,0.07,6,10,242.3,53.74,73.9,54.23,73.4,0,1,0
Shahabag,01-08-20,0.42,0,0.0002,0.02,75.09,59.28,74.59,59.77,53.23,0.7,1015.7,3.98,9.14,357,0.59,5,10,239.8,54.72,75.09,55.21,74.59,0,1,0
Shahabag,01-09-20,0.46,0.0053,0.0233,0.62,68.91,57.17,68.41,57.66,56.89,0.78,1015.5,4.7,19.04,2,0.88,4,9.811,240.7,59.28,68.91,59.77,68.41,0,1,0
Shahabag,01-10-20,0.49,0.0002,0.0008,0.05,75.56,56.03,75.06,56.52,55.82,0.73,1015.5,5.99,13.55,333,0.05,6,10,243.4,57.17,75.56,57.66,75.06,0,1,0
Shahabag,01-11-20,0.53,0.0001,0.0003,0.07,73.67,56.38,73.17,56.87,55.72,0.76,1016,8.27,18.78,321,0.01,6,10,246.8,56.04,73.67,56.53,73.17,1,2,1
Shahabag,01-12-20,0.57,0.0001,0.0003,0.03,74.34,55.74,73.84,56.23,56.32,0.76,1014,7.56,20.88,321,0.09,6,10,254.1,56.39,74.34,56.88,73.84,3,3,1
Shahabag,1/13/2020,0.6,0.0001,0.0003,0.04,75.33,55.2,74.83,55.69,54.13,0.71,1012.4,5.21,13.23,310,0.07,6,10,263.5,55.74,75.33,56.23,74.83,0,1,0
Shahabag,1/14/2020,0.64,0,0,0,75.53,56.54,75.03,57.03,55.61,0.73,1013.5,3.31,8.84,318,0.13,6,10,263.5,55.2,75.53,55.69,75.03,0,1,0
Shahabag,1/15/2020,0.68,0.0001,0.0004,0.04,78.11,57.62,77.61,58.11,56.35,0.72,1014.8,3.24,9.6,337,0.08,6,10,262.9,56.54,78.11,57.03,77.61,0,1,0
Shahabag,1/16/2020,0.72,0.0001,0.0002,0.04,79.64,59.37,79.14,59.86,57.24,0.7,1015.1,3.45,8.35,4,0.11,6,10,252.8,57.62,79.64,58.11,79.14,0,1,0
Shahabag,1/17/2020,0.75,0.0001,0.0004,0.05,82.47,58.57,82.21,59.05,58.94,0.69,1015,3.54,9.43,24,0,7,10,242.1,59.37,82.47,59.86,82.21,0,1,0
Shahabag,1/18/2020,0.79,0.0001,0.0002,0.05,82.75,61.32,82.21,61.81,58.33,0.68,1015,3.45,8.67,349,0,7,10,249,58.57,82.75,59.05,82.21,0,1,0
Shahabag,1/19/2020,0.82,0,0.0001,0.01,80.37,62.28,79.94,62.77,58.33,0.68,1014.5,6.16,20.8,338,0.07,6,10,260.8,61.32,80.37,61.81,79.94,0,1,0
Shahabag,1/20/2020,0.86,0.0003,0.003,0.08,76.77,54.85,76.27,55.34,55.61,0.67,1016.2,7.12,19.37,320,0.38,6,10,266.8,60.83,76.77,61.32,76.27,0,1,0
Shahabag,1/21/2020,0.89,0.0001,0.0002,0.04,75.53,53.22,75.03,53.71,50.17,0.63,1018.3,4.7,10.98,329,0.36,5,10,269.1,54.85,75.53,55.34,75.03,0,1,0
Shahabag,1/22/2020,0.93,0,0.0001,0.02,76.39,54.91,75.89,55.4,50.1,0.63,1017.8,4.64,10.36,330,0.16,6,10,271.1,53.22,76.39,53.71,75.89,0,1,0
Shahabag,1/23/2020,0.96,0.0001,0.0002,0.04,74.74,53.74,74.24,54.23,51.64,0.65,1015.5,4.39,11.7,306,0.56,5,10,280,54.91,74.74,55.4,74.24,0,1,0
Shahabag,1/24/2020,0.99,0,0.0002,0.03,74.5,51.82,74,52.31,47.41,0.59,1015.5,4.62,11.27,305,0.4,5,10,286.1,53.74,74.5,54.23,74,0,1,0
Shahabag,1/25/2020,0.02,0,0.0002,0.03,75.04,53.31,74.54,53.8,47.94,0.6,1014.7,4.63,8.7,317,0.07,6,10,287.2,51.82,75.04,52.31,74.54,0,1,0
Shahabag,1/26/2020,0.05,0.0001,0.0003,0.04,74.73,55.56,74.23,56.05,50.09,0.63,1013,4.89,11.58,282,0,6,10,279.3,53.31,74.73,53.8,74.23,0,1,0
Shahabag,1/27/2020,0.09,0.0001,0.0004,0.05,73.79,55.58,73.29,56.07,51.5,0.65,1012.4,4.51,12.16,266,0.01,7,10,268.7,55.56,73.79,56.05,73.29,0,1,0
Shahabag,1/28/2020,0.12,0,0.0003,0.04,77.22,58.68,76.72,59.17,52.43,0.65,1013.2,2.89,10.4,160,0.01,7,10,255.8,55.58,77.22,56.07,76.72,0,1,0
Shahabag,1/29/2020,0.15,0.0004,0.0026,0.14,76.82,58.92,76.32,59.41,55.64,0.68,1015.6,5.17,11.37,118,0.22,6,10,247.6,58.68,76.82,59.17,76.32,0,1,0
Shahabag,1/30/2020,0.18,0.0076,0.0491,0.67,75.24,61.23,74.86,61.87,59.07,0.77,1013.6,3.33,5.81,119,0.41,6,9.935,248.8,58.92,75.24,59.41,74.86,0,1,0
Dhanmondi,8/27/2019,0.89,0.0001,0.0005,0.13,94.77,79.36,113.56,87.01,79.59,0.81,1002.5,8.93,19.65,151,0.4,10,10,270,77.27,94.77,79.73,113.56,30,4,2
Dhanmondi,8/28/2019,0.93,0.0103,0.0507,0.56,93.92,79.45,115.26,87.22,80.28,0.83,1003.6,8.31,17.59,141,0.68,8,10,270.6,79.36,93.92,87.01,115.26,45,4,2
Dhanmondi,8/29/2019,0.97,0.001,0.0072,0.29,95.13,78.71,111.58,84.87,79.4,0.78,1003.9,7.54,14.19,146,0.68,9,10,272.4,79.45,95.13,87.22,111.58,35,4,2
Dhanmondi,8/30/2019,0.01,0.0002,0.0012,0.14,96.06,79.42,111.92,87,79.54,0.77,1001.8,4.12,10.59,178,0.82,6,10,270,78.71,96.06,84.87,111.92,34,4,2
Dhanmondi,8/31/2019,0.05,0.0035,0.0157,0.39,94.08,79.92,116.54,90.08,81.14,0.83,1000.6,4.15,12.43,91,0.96,6,10,266.8,79.42,94.08,87,116.54,27,4,2
Dhanmondi,09-01-19,0.09,0.0051,0.0311,0.54,93.27,79.36,112.79,86.54,80.08,0.8,1001.1,6.01,18.73,158,0.97,5,9.995,266.2,79.92,93.27,90.08,112.79,21,4,2
Dhanmondi,09-02-19,0.12,0.0104,0.0414,0.58,94.38,79.07,112.07,85.53,79.91,0.81,1001.3,6.51,19.16,145,0.91,7,9.987,267,79.36,94.38,86.54,112.07,32,4,2
Dhanmondi,09-03-19,0.16,0.0048,0.0426,0.51,93.8,79.2,111.24,85.76,79.82,0.84,1001,9.57,21.75,120,0.94,6,9.631,268.2,79.07,93.8,85.53,111.24,28,4,2
Dhanmondi,09-04-19,0.2,0.0002,0.0012,0.2,93.02,79.23,111.74,86.52,79.62,0.82,1001.2,10.22,17.97,124,0.99,5,10,265.5,79.08,93.02,85.48,111.74,21,4,2
